Importance,Level,Job Zone,Code,Occupation,Skill
47,39,3,29-2056.00,Veterinary Technologists and Technicians,Operations_Monitoring
47,37,2,51-3011.00,Bakers,Operations_Monitoring
47,37,3,35-1011.00,Chefs and Head Cooks,Operations_Monitoring
47,37,4,29-2011.01,Cytogenetic Technologists,Operations_Monitoring
47,37,2,47-2121.00,Glaziers,Operations_Monitoring
47,37,2,45-4023.00,Log Graders and Scalers,Operations_Monitoring
47,37,2,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Operations_Monitoring
47,36,3,11-3013.00,Facilities Managers,Operations_Monitoring
47,36,1,47-2043.00,Floor Sanders and Finishers,Operations_Monitoring
47,36,1,51-6011.00,Laundry and Dry-Cleaning Workers,Operations_Monitoring
47,36,2,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Operations_Monitoring
47,36,1,47-2161.00,Plasterers and Stucco Masons,Operations_Monitoring
47,36,2,51-2041.00,Structural Metal Fabricators and Fitters,Operations_Monitoring
47,34,3,29-2012.01,Histology Technicians,Operations_Monitoring
47,34,2,43-5041.00,"Meter Readers, Utilities",Operations_Monitoring
47,32,2,49-9094.00,Locksmiths and Safe Repairers,Operations_Monitoring
47,30,2,47-3012.00,Helpers--Carpenters,Operations_Monitoring
47,30,2,51-6041.00,Shoe and Leather Workers and Repairers,Operations_Monitoring
44,45,4,19-4099.03,Remote Sensing Technicians,Operations_Monitoring
44,43,4,17-2199.11,Solar Energy Systems Engineers,Operations_Monitoring
44,41,3,47-4011.00,Construction and Building Inspectors,Operations_Monitoring
44,41,4,11-9021.00,Construction Managers,Operations_Monitoring
44,41,4,15-1242.00,Database Administrators,Operations_Monitoring
44,41,3,19-4013.00,Food Science Technicians,Operations_Monitoring
44,41,4,17-2072.01,Radio Frequency Identification Device Specialists,Operations_Monitoring
44,41,5,19-1013.00,Soil and Plant Scientists,Operations_Monitoring
44,41,2,33-9093.00,Transportation Security Screeners,Operations_Monitoring
44,39,5,19-1021.00,Biochemists and Biophysicists,Operations_Monitoring
44,39,5,29-1141.04,Clinical Nurse Specialists,Operations_Monitoring
44,39,3,29-2051.00,Dietetic Technicians,Operations_Monitoring
44,39,2,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Operations_Monitoring
44,39,2,45-4011.00,Forest and Conservation Workers,Operations_Monitoring
44,39,5,19-1029.03,Geneticists,Operations_Monitoring
44,39,4,17-1022.01,Geodetic Surveyors,Operations_Monitoring
44,39,4,19-2032.00,Materials Scientists,Operations_Monitoring
44,39,4,19-1022.00,Microbiologists,Operations_Monitoring
44,39,3,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Operations_Monitoring
44,39,4,17-1022.00,Surveyors,Operations_Monitoring
44,37,2,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Operations_Monitoring
44,37,2,49-3022.00,Automotive Glass Installers and Repairers,Operations_Monitoring
44,37,5,29-1021.00,"Dentists, General",Operations_Monitoring
44,37,3,19-4092.00,Forensic Science Technicians,Operations_Monitoring
44,37,5,19-1042.00,"Medical Scientists, Except Epidemiologists",Operations_Monitoring
44,37,3,31-2021.00,Physical Therapist Assistants,Operations_Monitoring
44,37,4,53-6051.00,Transportation Inspectors,Operations_Monitoring
44,37,4,19-1023.00,Zoologists and Wildlife Biologists,Operations_Monitoring
44,36,3,51-9071.06,Gem and Diamond Workers,Operations_Monitoring
44,36,2,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Operations_Monitoring
44,36,2,51-9198.00,Helpers--Production Workers,Operations_Monitoring
44,36,2,47-2132.00,"Insulation Workers, Mechanical",Operations_Monitoring
44,36,2,53-3033.00,Light Truck Drivers,Operations_Monitoring
44,36,2,51-4121.00,"Welders, Cutters, Solderers, and Brazers",Operations_Monitoring
44,34,2,53-1041.00,Aircraft Cargo Handling Supervisors,Operations_Monitoring
44,34,1,47-2051.00,Cement Masons and Concrete Finishers,Operations_Monitoring
44,34,5,29-1022.00,Oral and Maxillofacial Surgeons,Operations_Monitoring
44,34,4,19-1031.02,Range Managers,Operations_Monitoring
44,34,2,47-2171.00,Reinforcing Iron and Rebar Workers,Operations_Monitoring
44,34,4,15-1252.00,Software Developers,Operations_Monitoring
44,32,5,29-9091.00,Athletic Trainers,Operations_Monitoring
44,32,2,49-3091.00,Bicycle Repairers,Operations_Monitoring
44,32,2,33-3012.00,Correctional Officers and Jailers,Operations_Monitoring
44,32,1,37-3011.00,Landscaping and Groundskeeping Workers,Operations_Monitoring
44,32,3,33-3052.00,Transit and Railroad Police,Operations_Monitoring
44,30,2,53-6031.00,Automotive and Watercraft Service Attendants,Operations_Monitoring
44,30,3,39-4011.00,Embalmers,Operations_Monitoring
44,30,1,51-6031.00,Sewing Machine Operators,Operations_Monitoring
44,29,2,47-2053.00,Terrazzo Workers and Finishers,Operations_Monitoring
41,41,4,17-2081.00,Environmental Engineers,Operations_Monitoring
41,41,4,11-9199.08,Loss Prevention Managers,Operations_Monitoring
41,41,5,29-1024.00,Prosthodontists,Operations_Monitoring
41,39,5,15-1221.00,Computer and Information Research Scientists,Operations_Monitoring
41,39,5,29-2011.02,Cytotechnologists,Operations_Monitoring
41,39,4,17-2199.03,"Energy Engineers, Except Wind and Solar",Operations_Monitoring
41,39,5,19-2041.02,Environmental Restoration Planners,Operations_Monitoring
41,39,4,17-2199.10,Wind Energy Engineers,Operations_Monitoring
41,37,4,11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Operations_Monitoring
41,37,3,31-9091.00,Dental Assistants,Operations_Monitoring
41,37,3,33-2022.00,Forest Fire Inspectors and Prevention Specialists,Operations_Monitoring
41,37,4,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Operations_Monitoring
41,37,3,29-2092.00,Hearing Aid Specialists,Operations_Monitoring
41,36,4,15-2099.01,Bioinformatics Technicians,Operations_Monitoring
41,36,2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Operations_Monitoring
41,36,3,29-2061.00,Licensed Practical and Licensed Vocational Nurses,Operations_Monitoring
41,36,4,29-2036.00,Medical Dosimetrists,Operations_Monitoring
41,36,4,11-3071.00,"Transportation, Storage, and Distribution Managers",Operations_Monitoring
41,34,1,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Operations_Monitoring
41,34,5,19-2043.00,Hydrologists,Operations_Monitoring
41,34,2,33-9099.02,Retail Loss Prevention Specialists,Operations_Monitoring
41,32,2,11-9051.00,Food Service Managers,Operations_Monitoring
41,32,3,29-2099.05,Ophthalmic Medical Technologists,Operations_Monitoring
41,32,3,27-4021.00,Photographers,Operations_Monitoring
41,32,4,13-1199.07,Security Management Specialists,Operations_Monitoring
41,32,2,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Operations_Monitoring
41,30,2,47-2041.00,Carpet Installers,Operations_Monitoring
41,30,3,33-3051.00,Police and Sheriff's Patrol Officers,Operations_Monitoring
41,29,1,45-3031.00,Fishing and Hunting Workers,Operations_Monitoring
41,29,3,11-9179.02,Spa Managers,Operations_Monitoring
41,Not available,3,33-2021.00,Fire Inspectors and Investigators,Operations_Monitoring
38,39,5,19-1011.00,Animal Scientists,Operations_Monitoring
38,39,4,13-1081.01,Logistics Engineers,Operations_Monitoring
38,39,5,29-1023.00,Orthodontists,Operations_Monitoring
38,37,5,11-9041.00,Architectural and Engineering Managers,Operations_Monitoring
38,37,5,15-1211.01,Health Informatics Specialists,Operations_Monitoring
38,37,3,33-3021.02,Police Identification and Records Officers,Operations_Monitoring
38,36,5,29-1214.00,Emergency Medicine Physicians,Operations_Monitoring
38,36,3,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Operations_Monitoring
38,36,3,17-3026.00,Industrial Engineering Technologists and Technicians,Operations_Monitoring
38,36,4,19-2099.01,Remote Sensing Scientists and Technologists,Operations_Monitoring
38,34,1,35-3023.01,Baristas,Operations_Monitoring
38,34,1,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",Operations_Monitoring
38,34,3,29-2081.00,"Opticians, Dispensing",Operations_Monitoring
38,34,2,53-6061.00,Passenger Attendants,Operations_Monitoring
38,34,2,51-9195.03,"Stone Cutters and Carvers, Manufacturing",Operations_Monitoring
38,32,2,35-2014.00,"Cooks, Restaurant",Operations_Monitoring
38,32,4,15-1243.01,Data Warehousing Specialists,Operations_Monitoring
38,32,2,47-2081.00,Drywall and Ceiling Tile Installers,Operations_Monitoring
38,32,2,33-1012.00,First-Line Supervisors of Police and Detectives,Operations_Monitoring
38,32,3,31-9092.00,Medical Assistants,Operations_Monitoring
38,32,2,11-9131.00,Postmasters and Mail Superintendents,Operations_Monitoring
38,32,2,47-2044.00,Tile and Stone Setters,Operations_Monitoring
38,30,2,51-3021.00,Butchers and Meat Cutters,Operations_Monitoring
38,30,2,43-5021.00,Couriers and Messengers,Operations_Monitoring
38,30,3,33-3021.00,Detectives and Criminal Investigators,Operations_Monitoring
38,30,1,51-6021.00,"Pressers, Textile, Garment, and Related Materials",Operations_Monitoring
38,30,2,43-5031.00,Public Safety Telecommunicators,Operations_Monitoring
38,30,2,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Operations_Monitoring
38,29,1,35-9021.00,Dishwashers,Operations_Monitoring
38,29,2,53-3031.00,Driver/Sales Workers,Operations_Monitoring
38,29,4,25-4013.00,Museum Technicians and Conservators,Operations_Monitoring
35,43,4,19-2041.00,"Environmental Scientists and Specialists, Including Health",Operations_Monitoring
35,39,4,17-2112.00,Industrial Engineers,Operations_Monitoring
35,39,2,53-1042.01,Recycling Coordinators,Operations_Monitoring
35,36,3,25-1194.00,"Career/Technical Education Teachers, Postsecondary",Operations_Monitoring
35,36,4,27-1021.00,Commercial and Industrial Designers,Operations_Monitoring
35,34,3,17-3022.00,Civil Engineering Technologists and Technicians,Operations_Monitoring
35,34,3,35-2013.00,"Cooks, Private Household",Operations_Monitoring
35,34,2,13-1074.00,Farm Labor Contractors,Operations_Monitoring
35,34,4,27-2012.03,Media Programming Directors,Operations_Monitoring
35,34,2,47-2142.00,Paperhangers,Operations_Monitoring
35,34,5,19-2012.00,Physicists,Operations_Monitoring
35,32,1,39-3091.00,Amusement and Recreation Attendants,Operations_Monitoring
35,32,2,41-2021.00,Counter and Rental Clerks,Operations_Monitoring
35,32,3,33-3051.04,Customs and Border Protection Officers,Operations_Monitoring
35,32,2,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Operations_Monitoring
35,32,3,13-1032.00,"Insurance Appraisers, Auto Damage",Operations_Monitoring
35,32,3,31-2011.00,Occupational Therapy Assistants,Operations_Monitoring
35,32,4,15-1299.01,Web Administrators,Operations_Monitoring
35,30,2,39-6011.00,Baggage Porters and Bellhops,Operations_Monitoring
35,30,2,53-2031.00,Flight Attendants,Operations_Monitoring
35,30,2,41-2012.00,Gambling Change Persons and Booth Cashiers,Operations_Monitoring
35,30,2,33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Operations_Monitoring
35,30,4,11-9081.00,Lodging Managers,Operations_Monitoring
35,30,5,29-1161.00,Nurse Midwives,Operations_Monitoring
35,30,3,31-2012.00,Occupational Therapy Aides,Operations_Monitoring
35,30,2,33-3041.00,Parking Enforcement Workers,Operations_Monitoring
35,30,3,17-3031.00,Surveying and Mapping Technicians,Operations_Monitoring
35,29,3,17-3011.00,Architectural and Civil Drafters,Operations_Monitoring
35,29,4,25-2032.00,"Career/Technical Education Teachers, Secondary School",Operations_Monitoring
35,29,4,19-1031.00,Conservation Scientists,Operations_Monitoring
35,29,3,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Operations_Monitoring
35,29,2,39-1013.00,First-Line Supervisors of Gambling Services Workers,Operations_Monitoring
35,29,2,47-3016.00,Helpers--Roofers,Operations_Monitoring
35,29,4,19-1031.03,Park Naturalists,Operations_Monitoring
35,27,2,27-2021.00,Athletes and Sports Competitors,Operations_Monitoring
35,27,3,43-9031.00,Desktop Publishers,Operations_Monitoring
35,27,2,33-1091.00,First-Line Supervisors of Security Workers,Operations_Monitoring
35,27,2,31-1122.00,Personal Care Aides,Operations_Monitoring
35,25,3,31-9097.00,Phlebotomists,Operations_Monitoring
35,23,2,43-5011.00,Cargo and Freight Agents,Operations_Monitoring
31,36,5,19-1029.01,Bioinformatics Scientists,Operations_Monitoring
31,36,4,15-1255.01,Video Game Designers,Operations_Monitoring
31,34,5,29-1131.00,Veterinarians,Operations_Monitoring
31,32,3,11-3012.00,Administrative Services Managers,Operations_Monitoring
31,32,5,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",Operations_Monitoring
31,32,5,29-1081.00,Podiatrists,Operations_Monitoring
31,32,2,33-9032.00,Security Guards,Operations_Monitoring
31,30,4,13-1021.00,"Buyers and Purchasing Agents, Farm Products",Operations_Monitoring
31,30,4,15-1251.00,Computer Programmers,Operations_Monitoring
31,30,1,51-9031.00,"Cutters and Trimmers, Hand",Operations_Monitoring
31,30,5,25-9021.00,Farm and Home Management Educators,Operations_Monitoring
31,30,4,27-4032.00,Film and Video Editors,Operations_Monitoring
31,30,3,39-1022.00,First-Line Supervisors of Personal Service Workers,Operations_Monitoring
31,30,2,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",Operations_Monitoring
31,30,2,43-5011.01,Freight Forwarders,Operations_Monitoring
31,30,4,11-1021.00,General and Operations Managers,Operations_Monitoring
31,30,5,17-2112.01,Human Factors Engineers and Ergonomists,Operations_Monitoring
31,30,2,41-2022.00,Parts Salespersons,Operations_Monitoring
31,30,5,29-1123.00,Physical Therapists,Operations_Monitoring
31,30,5,29-1222.00,"Physicians, Pathologists",Operations_Monitoring
31,30,2,43-5052.00,Postal Service Mail Carriers,Operations_Monitoring
31,30,4,27-2012.00,Producers and Directors,Operations_Monitoring
31,30,2,43-5071.00,"Shipping, Receiving, and Inventory Clerks",Operations_Monitoring
31,30,2,47-2082.00,Tapers,Operations_Monitoring
31,30,3,15-1254.00,Web Developers,Operations_Monitoring
31,29,5,17-1011.00,"Architects, Except Landscape and Naval",Operations_Monitoring
31,29,3,17-3012.00,Electrical and Electronics Drafters,Operations_Monitoring
31,29,2,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Operations_Monitoring
31,29,3,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Operations_Monitoring
31,29,3,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Operations_Monitoring
31,29,5,29-1051.00,Pharmacists,Operations_Monitoring
31,29,3,29-2052.00,Pharmacy Technicians,Operations_Monitoring
31,29,5,29-1071.00,Physician Assistants,Operations_Monitoring
31,29,2,51-3023.00,Slaughterers and Meat Packers,Operations_Monitoring
31,27,2,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Operations_Monitoring
31,27,5,29-9099.01,Midwives,Operations_Monitoring
31,27,3,31-1131.00,Nursing Assistants,Operations_Monitoring
31,27,2,53-6021.00,Parking Attendants,Operations_Monitoring
31,27,1,51-6051.00,"Sewers, Hand",Operations_Monitoring
31,27,4,11-3071.04,Supply Chain Managers,Operations_Monitoring
31,25,4,15-1299.09,Information Technology Project Managers,Operations_Monitoring
31,25,4,21-1092.00,Probation Officers and Correctional Treatment Specialists,Operations_Monitoring
31,25,4,11-3013.01,Security Managers,Operations_Monitoring
31,25,2,53-7065.00,Stockers and Order Fillers,Operations_Monitoring
31,23,2,35-2015.00,"Cooks, Short Order",Operations_Monitoring
28,37,5,29-1171.00,Nurse Practitioners,Operations_Monitoring
28,34,4,29-1128.00,Exercise Physiologists,Operations_Monitoring
28,32,3,17-3013.00,Mechanical Drafters,Operations_Monitoring
28,32,1,51-9123.00,"Painting, Coating, and Decorating Workers",Operations_Monitoring
28,32,4,11-9151.00,Social and Community Service Managers,Operations_Monitoring
28,30,4,17-2051.00,Civil Engineers,Operations_Monitoring
28,30,4,15-1243.00,Database Architects,Operations_Monitoring
28,30,5,29-1215.00,Family Medicine Physicians,Operations_Monitoring
28,30,2,31-1121.00,Home Health Aides,Operations_Monitoring
28,30,5,11-9121.00,Natural Sciences Managers,Operations_Monitoring
28,30,5,29-1122.00,Occupational Therapists,Operations_Monitoring
28,30,5,29-1041.00,Optometrists,Operations_Monitoring
28,30,5,29-1229.04,Physical Medicine and Rehabilitation Physicians,Operations_Monitoring
28,30,2,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Operations_Monitoring
28,29,5,25-2059.01,Adapted Physical Education Specialists,Operations_Monitoring
28,29,4,27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Operations_Monitoring
28,29,4,21-1021.00,"Child, Family, and School Social Workers",Operations_Monitoring
28,29,4,15-2051.02,Clinical Data Managers,Operations_Monitoring
28,29,2,41-9011.00,Demonstrators and Product Promoters,Operations_Monitoring
28,29,4,11-9161.00,Emergency Management Directors,Operations_Monitoring
28,29,4,11-9072.00,"Entertainment and Recreation Managers, Except Gambling",Operations_Monitoring
28,29,3,33-1011.00,First-Line Supervisors of Correctional Officers,Operations_Monitoring
28,29,3,11-9171.00,Funeral Home Managers,Operations_Monitoring
28,29,2,11-9071.00,Gambling Managers,Operations_Monitoring
28,29,4,13-1081.02,Logistics Analysts,Operations_Monitoring
28,29,5,29-1217.00,Neurologists,Operations_Monitoring
28,29,5,29-1218.00,Obstetricians and Gynecologists,Operations_Monitoring
28,29,2,43-9061.00,"Office Clerks, General",Operations_Monitoring
28,29,3,29-2057.00,Ophthalmic Medical Technicians,Operations_Monitoring
28,29,2,31-2022.00,Physical Therapist Aides,Operations_Monitoring
28,29,4,13-1199.05,Sustainability Specialists,Operations_Monitoring
28,27,5,29-1229.01,Allergists and Immunologists,Operations_Monitoring
28,27,4,21-1094.00,Community Health Workers,Operations_Monitoring
28,27,3,15-1299.02,Geographic Information Systems Technologists and Technicians,Operations_Monitoring
28,27,2,43-5061.00,"Production, Planning, and Expediting Clerks",Operations_Monitoring
28,27,4,13-1161.01,Search Marketing Strategists,Operations_Monitoring
28,27,4,19-4061.00,Social Science Research Assistants,Operations_Monitoring
28,27,5,29-1127.00,Speech-Language Pathologists,Operations_Monitoring
28,27,4,11-9199.10,Wind Energy Development Managers,Operations_Monitoring
28,25,4,13-1041.00,Compliance Officers,Operations_Monitoring
28,25,1,35-2011.00,"Cooks, Fast Food",Operations_Monitoring
28,25,3,27-1022.00,Fashion Designers,Operations_Monitoring
28,25,2,39-4021.00,Funeral Attendants,Operations_Monitoring
28,25,3,31-9099.01,Speech-Language Pathology Assistants,Operations_Monitoring
28,23,2,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Operations_Monitoring
28,23,2,39-5093.00,Shampooers,Operations_Monitoring
28,23,3,39-5094.00,Skincare Specialists,Operations_Monitoring
28,21,1,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Operations_Monitoring
28,21,5,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Operations_Monitoring
28,21,2,43-3041.00,Gambling Cage Workers,Operations_Monitoring
28,21,2,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Operations_Monitoring
28,21,4,27-2042.00,Musicians and Singers,Operations_Monitoring
28,21,2,53-7064.00,"Packers and Packagers, Hand",Operations_Monitoring
28,20,2,35-3041.00,"Food Servers, Nonrestaurant",Operations_Monitoring
28,18,5,25-1021.00,"Computer Science Teachers, Postsecondary",Operations_Monitoring
28,18,2,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Operations_Monitoring
28,Not available,3,51-9071.00,Jewelers and Precious Stone and Metal Workers,Operations_Monitoring
25,30,2,31-1133.00,Psychiatric Aides,Operations_Monitoring
25,30,2,39-7012.00,Travel Guides,Operations_Monitoring
25,29,4,41-3011.00,Advertising Sales Agents,Operations_Monitoring
25,29,5,19-2011.00,Astronomers,Operations_Monitoring
25,29,2,35-3011.00,Bartenders,Operations_Monitoring
25,29,4,27-2022.00,Coaches and Scouts,Operations_Monitoring
25,29,3,13-1041.06,Coroners,Operations_Monitoring
25,29,3,27-1012.00,Craft Artists,Operations_Monitoring
25,29,5,21-1023.00,Mental Health and Substance Abuse Social Workers,Operations_Monitoring
25,29,5,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Operations_Monitoring
25,29,2,47-2141.00,"Painters, Construction and Maintenance",Operations_Monitoring
25,29,3,39-9041.00,Residential Advisors,Operations_Monitoring
25,29,2,43-3071.00,Tellers,Operations_Monitoring
25,29,4,17-2051.01,Transportation Engineers,Operations_Monitoring
25,27,4,19-2021.00,Atmospheric and Space Scientists,Operations_Monitoring
25,27,4,13-1199.04,Business Continuity Planners,Operations_Monitoring
25,27,5,25-1052.00,"Chemistry Teachers, Postsecondary",Operations_Monitoring
25,27,5,11-1011.03,Chief Sustainability Officers,Operations_Monitoring
25,27,2,43-9021.00,Data Entry Keyers,Operations_Monitoring
25,27,4,15-1299.03,Document Management Specialists,Operations_Monitoring
25,27,2,35-2021.00,Food Preparation Workers,Operations_Monitoring
25,27,5,29-1216.00,General Internal Medicine Physicians,Operations_Monitoring
25,27,5,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Operations_Monitoring
25,27,4,27-1025.00,Interior Designers,Operations_Monitoring
25,27,4,11-9111.00,Medical and Health Services Managers,Operations_Monitoring
25,27,4,29-1129.02,Music Therapists,Operations_Monitoring
25,27,5,29-1299.02,Orthoptists,Operations_Monitoring
25,27,3,29-2053.00,Psychiatric Technicians,Operations_Monitoring
25,27,4,11-3061.00,Purchasing Managers,Operations_Monitoring
25,27,5,27-1027.00,Set and Exhibit Designers,Operations_Monitoring
25,27,4,27-1014.00,Special Effects Artists and Animators,Operations_Monitoring
25,25,5,29-1141.02,Advanced Practice Psychiatric Nurses,Operations_Monitoring
25,25,2,33-9011.00,Animal Control Workers,Operations_Monitoring
25,25,4,25-2023.00,"Career/Technical Education Teachers, Middle School",Operations_Monitoring
25,25,2,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Operations_Monitoring
25,25,2,39-3012.00,Gambling and Sports Book Writers and Runners,Operations_Monitoring
25,25,4,27-1024.00,Graphic Designers,Operations_Monitoring
25,25,5,19-3032.00,Industrial-Organizational Psychologists,Operations_Monitoring
25,25,4,17-1012.00,Landscape Architects,Operations_Monitoring
25,25,5,29-1299.01,Naturopathic Physicians,Operations_Monitoring
25,25,5,19-3039.02,Neuropsychologists,Operations_Monitoring
25,25,4,39-9032.00,Recreation Workers,Operations_Monitoring
25,25,4,13-1041.07,Regulatory Affairs Specialists,Operations_Monitoring
25,25,5,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Operations_Monitoring
25,25,2,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Operations_Monitoring
25,23,4,21-2021.00,"Directors, Religious Activities and Education",Operations_Monitoring
25,23,1,35-3023.00,Fast Food and Counter Workers,Operations_Monitoring
25,23,3,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Operations_Monitoring
25,23,4,13-1081.00,Logisticians,Operations_Monitoring
25,23,4,13-1121.00,"Meeting, Convention, and Event Planners",Operations_Monitoring
25,23,5,25-1054.00,"Physics Teachers, Postsecondary",Operations_Monitoring
25,23,2,43-5051.00,Postal Service Clerks,Operations_Monitoring
25,21,2,39-2011.00,Animal Trainers,Operations_Monitoring
25,21,3,33-3011.00,Bailiffs,Operations_Monitoring
25,21,3,39-5011.00,Barbers,Operations_Monitoring
25,21,5,11-1011.00,Chief Executives,Operations_Monitoring
25,21,4,11-9199.02,Compliance Managers,Operations_Monitoring
25,21,2,41-2031.00,Retail Salespersons,Operations_Monitoring
25,21,3,41-4011.07,Solar Sales Representatives and Assessors,Operations_Monitoring
25,20,5,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Operations_Monitoring
25,20,5,29-1213.00,Dermatologists,Operations_Monitoring
25,20,5,11-9033.00,"Education Administrators, Postsecondary",Operations_Monitoring
25,20,4,27-3091.00,Interpreters and Translators,Operations_Monitoring
25,20,1,37-2012.00,Maids and Housekeeping Cleaners,Operations_Monitoring
25,20,2,31-1132.00,Orderlies,Operations_Monitoring
25,20,4,21-1093.00,Social and Human Service Assistants,Operations_Monitoring
25,20,2,43-2011.00,"Switchboard Operators, Including Answering Service",Operations_Monitoring
25,20,3,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Operations_Monitoring
25,18,5,11-9032.00,"Education Administrators, Kindergarten through Secondary",Operations_Monitoring
25,18,5,13-2099.01,Financial Quantitative Analysts,Operations_Monitoring
25,18,3,39-5091.00,"Makeup Artists, Theatrical and Performance",Operations_Monitoring
25,18,5,25-9044.00,"Teaching Assistants, Postsecondary",Operations_Monitoring
25,16,4,15-2011.00,Actuaries,Operations_Monitoring
25,16,5,29-1129.01,Art Therapists,Operations_Monitoring
25,16,5,29-1229.02,Hospitalists,Operations_Monitoring
25,16,3,43-4111.00,"Interviewers, Except Eligibility and Loan",Operations_Monitoring
25,16,3,43-6012.00,Legal Secretaries and Administrative Assistants,Operations_Monitoring
25,16,4,13-1151.00,Training and Development Specialists,Operations_Monitoring
25,16,2,35-3031.00,Waiters and Waitresses,Operations_Monitoring
25,14,5,19-2041.01,Climate Change Policy Analysts,Operations_Monitoring
25,14,4,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Operations_Monitoring
22,27,5,25-1032.00,"Engineering Teachers, Postsecondary",Operations_Monitoring
22,25,4,17-1021.00,Cartographers and Photogrammetrists,Operations_Monitoring
22,25,5,29-1031.00,Dietitians and Nutritionists,Operations_Monitoring
22,25,4,41-9031.00,Sales Engineers,Operations_Monitoring
22,25,4,19-3099.01,Transportation Planners,Operations_Monitoring
22,23,5,19-1029.04,Biologists,Operations_Monitoring
22,23,5,29-1011.00,Chiropractors,Operations_Monitoring
22,23,3,27-3092.00,Court Reporters and Simultaneous Captioners,Operations_Monitoring
22,23,4,13-2099.04,"Fraud Examiners, Investigators and Analysts",Operations_Monitoring
22,23,4,21-1091.00,Health Education Specialists,Operations_Monitoring
22,23,3,43-4131.00,Loan Interviewers and Clerks,Operations_Monitoring
22,23,2,31-9095.00,Pharmacy Aides,Operations_Monitoring
22,23,4,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Operations_Monitoring
22,21,2,39-9011.00,Childcare Workers,Operations_Monitoring
22,21,4,27-3041.00,Editors,Operations_Monitoring
22,21,2,41-1011.00,First-Line Supervisors of Retail Sales Workers,Operations_Monitoring
22,21,5,29-9092.00,Genetic Counselors,Operations_Monitoring
22,21,5,11-3031.03,Investment Fund Managers,Operations_Monitoring
22,20,2,39-2021.00,Animal Caretakers,Operations_Monitoring
22,20,4,13-2023.00,Appraisers and Assessors of Real Estate,Operations_Monitoring
22,20,4,13-2022.00,Appraisers of Personal and Business Property,Operations_Monitoring
22,20,3,43-3021.00,Billing and Posting Clerks,Operations_Monitoring
22,20,3,13-1041.08,Customs Brokers,Operations_Monitoring
22,20,4,11-3031.00,Financial Managers,Operations_Monitoring
22,20,5,25-1071.00,"Health Specialties Teachers, Postsecondary",Operations_Monitoring
22,20,4,13-1161.00,Market Research Analysts and Marketing Specialists,Operations_Monitoring
22,20,4,13-1199.06,Online Merchants,Operations_Monitoring
22,20,5,29-1221.00,"Pediatricians, General",Operations_Monitoring
22,20,3,25-3021.00,Self-Enrichment Teachers,Operations_Monitoring
22,18,5,25-1031.00,"Architecture Teachers, Postsecondary",Operations_Monitoring
22,18,2,41-2011.00,Cashiers,Operations_Monitoring
22,18,4,13-1031.00,"Claims Adjusters, Examiners, and Investigators",Operations_Monitoring
